CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
53.109.452/0001-72;AGILE FIC FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;AGILE FIC FIDC;53109452000172;FECHADO;N;N;;;;;-25216.50;-25637.38;10.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;10.91;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;409.97;409.97;0.00
53.109.835/0001-40;ALGARVE COFFEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;ALG COFFEE 2 SUB;53109835000140;FECHADO;N;N;;;;;83485559.41;1000.00;83394420.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;81000000.00;81000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;95282491834;97.03;;;;;;;;;;;;;;;;;2394420.43;0.00;0.00;0.00;0.00;;2394420.43;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90138.98;25677.60;64461.38
53.109.903/0001-71;UP.P II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;53109903000171;FECHADO;N;N;;;;;189638352.20;1000.05;188092400.97;178203580.62;178202418.19;1802.07;388.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;639.64;35977097000171;94.03;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9779720.97;0.00;0.00;0.00;0.00;;9779720.97;0.00;109099.38;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1544951.18;1544951.18;0.00
53.110.325/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIRETO RESPONSABILIDADE LIMITADA;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FIDC DIRETO RESPONSABILIDADE LIMITADA;53110325000193;FECHADO;N;N;;;;;34361905.11;620.72;34359538.34;17153081.68;16595702.41;0.00;0.00;634376.59;0.00;0.00;0.00;0.00;0.00;0.00;;76997.32;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;15648919.35;0.00;4295534.83;0.00;0.00;;11353384.52;0.00;1557537.31;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1746.05;0.00;1746.05
53.120.281/0001-82;OKEAN ANTARCTIC SUB EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;53120281000182;ABERTO;N;N;;;;;951642.34;0.00;951642.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;29.92;0.00;0.00;0.00;0.00;;29.92;0.00;0.00;0.00;0.00;0.00;951612.42;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.121.758/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL II RESPONSABILIDADE LIMITADA;2024-11-30;N;46.955.383/0001-52;QI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL II RESPONSABILIDADE LIMITADA;53121758000144;FECHADO;N;N;;;;;157733935.04;0.00;151185291.65;147299952.63;146853597.41;703173.37;192152.73;49.05;0.00;0.00;0.00;0.00;0.00;0.00;;256867.20;32402502000135;93.62;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3371013.39;0.00;0.00;0.00;0.00;;3371013.39;0.00;514325.63;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;4022588.38;0.00;4022588.38;0.00;0.00;0.00;0.00;2526055.01;2526055.01;0.00
53.125.179/0001-70;SQUID UNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;53125179000170;FECHADO;N;N;;;;;1826898.33;0.00;1824472.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1611200.50;1545840.09;0.00;0.00;72622.69;0.00;0.00;0.00;0.00;0.00;0.00;;7262.28;99999999999999;68.23;99999999999998;26.65;;;;;;;;;;;;;;;213271.81;0.00;0.00;0.00;0.00;;213271.81;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2426.02;2426.02;0.00
53.125.630/0001-59;AGROVITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;53125630000159;FECHADO;N;N;;;;;15750385.05;412685.38;15336187.38;8747495.04;8823896.31;0.00;0.00;99649.71;0.00;0.00;0.00;0.00;0.00;0.00;;176050.98;99999999999999;25.64;99999999999998;11.18;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;6588692.34;0.00;0.00;0.00;0.00;;6588692.34;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1512.29;1512.29;0.00
53.129.205/0001-38;INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53129205000138;FECHADO;N;N;;;;;7121825.65;291028.79;6799148.74;6458799.09;6472801.68;0.00;0.00;93826.24;0.00;0.00;0.00;0.00;0.00;0.00;;107828.83;4014542000174;31.67;05248587000176;15.28;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;340349.65;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31648.12;31648.12;0.00
53.145.182/0001-55;LIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;53145182000155;ABERTO;N;N;;;;;5214364.88;164281.66;5030429.18;5007588.71;5019134.49;0.00;0.00;39986.64;0.00;0.00;0.00;0.00;0.00;0.00;;51532.42;99999999999998;101.40;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3158.61;0.00;0.00;0.00;0.00;;3158.61;0.00;19681.86;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19654.04;19654.04;0.00
53.145.978/0001-08;CREDI PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;37.678.915/0001-60;FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53145978000108;FECHADO;N;N;;;;;10767794.37;861734.81;9905451.70;8736868.25;8795283.66;0.00;0.00;685770.67;0.00;0.00;0.00;0.00;0.00;0.00;;744186.08;99999999999999;53.86;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1168583.45;0.00;0.00;0.00;0.00;;1168583.45;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;607.86;607.86;0.00
53.147.924/0001-81;META FLORESTAL BELTERRA FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FUNDO VALE BELTERRA FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS  DIREITOS CREDITOR;53147924000181;FECHADO;N;N;;;;;32726070.89;270.12;32724282.29;31637336.48;31637336.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1086945.81;0.00;0.00;0.00;0.00;;1086945.81;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1518.48;0.00;1518.48
53.147.925/0001-26;ROKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;53147925000126;ABERTO;S;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;215581386.87;0.00;215581386.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;195902156.38;186000380.29;0.00;0.00;3441498.25;;6460277.84;0.00;14470781.74;0.00;0.00;0.00;5208448.75;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.160.371/0001-05;Z INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE ILIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;Z INVES;53160371000105;ABERTO;N;N;;;;;32189545.00;0.00;32189031.16;32156330.54;32156330.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;75802041000109;100.04;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;32700.62;0.00;0.00;0.00;0.00;;32700.62;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;513.84;513.84;0.00
53.164.551/0001-57;PRIME PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PRIME PLUS FIDC RESPONSABIILIDADE LIMITADA;53164551000157;ABERTO;N;N;1;DIAS CORRIDOS;0;DIAS ÚTEIS;46169150.03;1928.12;44649969.33;22664954.93;22003188.98;0.00;0.00;1799454.39;0.00;0.00;0.00;0.00;0.00;0.00;;1137688.44;11458442000100;10.49;;;;;;;;;;;;;;;;;20862119.28;17742190.35;3119928.93;1749934.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;44126400000113;22.10;;;;;;;;;;;;;;;;;732709.24;0.00;0.00;0.00;0.00;;732709.24;0.00;0.00;0.00;390185.88;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1517252.58;1517252.58;0.00
53.164.652/0001-28;IS SOL AGORA GREEN II ESG FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2024-11-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;53164652000128;FECHADO;N;N;;;;;930472140.84;189857.00;922350880.71;740778118.32;741661514.74;0.00;0.00;2335964.35;0.00;0.00;0.00;0.00;0.00;0.00;;3219360.77;34337707000100;0.80;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;181572762.39;0.00;0.00;0.00;0.00;;181572762.39;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7931403.13;7931403.13;0.00
53.165.079/0001-77;GDV CAPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;37.678.915/0001-60;FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53165079000177;FECHADO;N;N;;;;;16089609.88;0.00;16088698.07;13055187.84;13055187.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;81.30;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3033510.23;0.00;0.00;0.00;0.00;;3033510.23;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;911.81;911.81;0.00
53.165.872/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRASIL CONSIG;2024-11-30;S;15.489.568/0001-95;INTRA INVESTIMENTOS DTVM LTDA;;53165872000176;FECHADO;N;S;;;;;36758010.55;1337.41;36756673.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;36604395.51;36561015.08;0.00;0.00;59432.03;0.00;0.00;0.00;0.00;0.00;0.00;;16051.60;54564179000139;0.69;53312851000136;0.19;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;152277.63;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.167.385/0001-42;RELAUREA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTO DE RESPONSABILIDADE LIMITADA;2024-11-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;53167385000142;FECHADO;S;S;;;;;12085468.20;0.00;12084934.29;11251662.23;11234054.34;0.00;0.00;17607.89;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;10470514000164;47.49;61216867000173;33.64;47316925000100;10.39;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;825290.37;0.00;0.00;0.00;0.00;;825290.37;0.00;7981.69;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;533.91;533.91;0.00
53.167.853/0001-89;AMENDOEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;AMENDOEIRA FIDC;53167853000189;FECHADO;N;N;;;;;49269264.95;0.00;49269264.95;48475319.23;48475319.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;93189694000804;98.45;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;793945.72;0.00;0.00;0.00;0.00;;793945.72;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.171.779/0001-74;SÓCRATES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;53171779000174;FECHADO;N;N;;;;;27069187.15;113381.07;26955806.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;26955806.08;0.00;26655456.89;0.00;0.00;;276109.72;24239.47;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.179.862/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA FGTS MT II;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;53179862000190;FECHADO;N;N;;;;;139615738.05;0.02;139600644.60;6334931.23;6334931.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;124305609.18;124295089.37;20797.25;6833.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;10277.44;;;;;;;;;;;;;;;;;;;8804086.17;0.00;0.00;0.00;0.00;;8804086.17;0.00;156018.02;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;12624.60;0.00;0.00;0.00;12624.60;0.00;0.00;2468.83;2468.83;0.00
53.180.877/0001-78;MATUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53180877000178;FECHADO;N;S;;;;;17154466.42;1910.75;16408310.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;14663024.63;14261360.83;0.00;0.00;6685817.62;0.00;0.00;0.00;0.00;0.00;0.00;;6284153.82;;;;;;;;;;;;;;;;;;;1745285.77;0.00;0.00;0.00;0.00;;1745285.77;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;744245.27;744245.27;0.00
53.189.745/0001-07;CRÉDITO CONSIGNADO PREFIXADO FI EM COTAS DE FI EM DIR CRED FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;53189745000107;FECHADO;N;N;;;;;310758094.50;0.00;310758094.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;439897.87;0.00;0.00;0.00;124684.98;;315212.89;0.00;0.00;0.00;0.00;0.00;310318196.63;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.190.018/0001-60;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ILHA DE MARÉ;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;ILHA DE MARE FIC DE FIDC;53190018000160;FECHADO;N;N;;;;;1139766.68;1196.48;1138570.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;16722.25;0.00;1121847.95;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.193.040/0001-63;AMBAAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;S;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53193040000163;FECHADO;S;N;;;;;7068444.29;224.52;7066869.99;7050901.42;7050901.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;26689672000140;100.00;32373173000141;100.00;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;15968.57;0.00;0.00;0.00;0.00;;15968.57;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1349.78;1349.78;0.00
